t,sync_wavelet_extra,async_wavelet_extra
2.463,0.0004355417550630519,0.0008243193669242745
2.4635,0.00023583855341977858,0.000509651086608835
2.464,4.811582713912784e-05,0.00021413795232296204
2.4645,-9.316529194470769e-05,-9.230761414071677e-06
2.465,-0.00016712007203390498,-0.00013316138236951395
2.4655,-0.00016586377943962296,-0.00015314322328016845
2.466,-9.147318092315537e-05,-7.802017825609753e-05
2.4665,4.492256010233023e-05,7.639315687102002e-05
2.467,0.00022227089338212782,0.0002878901934902381
2.4675,0.0004111363595406199,0.0005270639933192125
2.468,0.0005801093683401634,0.0007598075642939008
2.4685,0.0007042584930776352,0.0009526516166237797
2.469,0.0007700007835982248,0.0010770157322421972
2.4695,0.0007735244696215631,0.0011104344730863559
2.47,0.0007151698912290464,0.001036714531500409
2.4705,0.000594809497369368,0.0008476378667093293
2.471,0.0004117361476639236,0.0005462948156416057
2.4715000000000003,0.00016946125798296744,0.0001505834042619699
2.472,-0.00011639487084032205,-0.0003035055138388687
2.4725,-0.0004106624766067781,-0.0007589191671371592
2.473,-0.0006572936828572317,-0.001138503979533205
2.4735,-0.0007900821468615594,-0.001357040316063139
2.474,-0.0007559833320560604,-0.0013474299195906773
2.4745,-0.0005414827810240042,-0.001091694544175674
