t,x,Sync,Async,Rod,Pos
2.0545,0.0010074919000003,0.0001532241246130171,0.0006935606244402808,0.00020198769922974598,-4.8763574616728996e-05
2.055,0.0023044919000003,0.0013571150110958175,0.0014669951671584,0.0014268458499485893,-6.97308388527719e-05
2.0555,-0.0004525080999993,-0.0004545009074712577,-6.93364645946434e-05,-0.0003706285447326747,-8.387236273858297e-05
2.056,-0.0004520080999994,-0.0003032237653859792,-8.247236451994642e-05,-0.0002134198899995509,-8.980387538642845e-05
2.0565,0.0024674919000004,0.0013669937130617125,0.0016998312173298936,0.0014539384720727707,-8.694475901105847e-05
2.057,0.0014944919000003,0.0003289068574505045,0.0011126643094863135,0.00040448174129443387,-7.557488384392943e-05
2.0575,0.0016564919000003,0.0010256796889740272,0.0006817011795666731,0.0010824869014590054,-5.6807212484978336e-05
2.058,0.0001964919000005,-0.00010773393262308537,-4.644386921372552e-05,-7.525507725421066e-05,-3.247885536887467e-05
2.0585,3.4491900000599754e-05,-6.16371567777709e-05,3.726143926772938e-05,-5.666591518199709e-05,-4.971241595773845e-06
2.059,0.0003589919000001,0.00036096606777653054,-3.265779068407706e-05,0.00033794307583513234,2.3022991941398196e-05
2.0595,-0.0017495080999999,-0.0010842009563677474,-0.001396092511391234,-0.0011329645309844764,4.876357461672898e-05
2.06,-0.0006140080999999,0.00024122274179974866,-0.000669052735709454,0.00017149190294697678,6.97308388527719e-05
2.0605,3.4991900000199804e-05,-3.878483460280498e-05,4.9180662904791376e-05,-0.00012265719734138797,8.387236273858297e-05
2.061,-0.0002895080999999,-0.0001667088335465873,-0.0002778578819243418,-0.00025651270893301567,8.980387538642845e-05
2.0615,0.0003589919000007,0.00041235968936652735,-0.0003784919060718139,0.0003254149303554688,8.69447590110585e-05
2.062,-0.0014250080999995,-0.0010064337982262704,-0.0013385804580910712,-0.0010820086820701998,7.557488384392943e-05
2.0625,-0.0007760080999998,-3.7273627238797415e-05,-0.0006255589842076488,-9.408083972377562e-05,5.6807212484978336e-05
2.063,0.0008454919,0.0003242244316238741,0.0007227625328592144,0.00029174557625499944,3.247885536887467e-05
2.0635,0.0011694919000001,0.0005939825289857529,0.0009585065716220662,0.0005890112873899791,4.971241595773845e-06
2.064,0.0019804919000003,0.0011723032406780584,0.0014179816227719805,0.0011953262326194565,-2.302299194139821e-05
2.0645000000000002,0.0031154919000003,0.0012072235585101853,0.0021860565796852846,0.0012559871331269143,-4.8763574616729e-05
2.065,0.0018179919000002,0.0011138655766627494,0.0012166632968673883,0.0011835964155155212,-6.97308388527719e-05
2.0655,0.0006829919000002,0.00011324852749758296,0.0003922501711039475,0.00019712089023616583,-8.387236273858299e-05
2.066,0.0021424919000003,0.0009940267991084828,0.0012448448395659124,0.0010838306744949111,-8.980387538642845e-05
2.0665,0.0008449919000001,0.0005557431491034694,0.0003836011173204475,0.0006426879081145278,-8.694475901105847e-05
2.067,-0.0014255080999998,-0.0011310925791281935,-0.0012422480132384302,-0.0010555176952842644,-7.557488384392942e-05
2.0675,-0.0007765080999998,-0.00019082087391040982,-0.0010714827511441767,-0.00013401366142543153,-5.6807212484978336e-05
2.068,0.0014944919000004,0.0005412666297240653,0.0001714536529213873,0.0005737454850929402,-3.247885536887467e-05
2.0685000000000002,-0.0002895080999994,-0.0002236377185875615,-0.0008712704942612987,-0.0002186664769917878,-4.971241595773823e-06
2.069,-0.0012630080999995,-0.00045003337095110893,-0.0012929730251030707,-0.00047305636289250724,2.3022991941398203e-05
2.0695,3.399190000050005e-05,-0.00019245151710185624,-0.00027835123234330646,-0.0002412150917185853,4.8763574616729e-05
2.07,-0.0032095080999993,-0.001056526698003716,-0.0021298636177191446,-0.001126257536856488,6.97308388527719e-05
2.0705,-0.0036955080999993,-0.001904035394260496,-0.0026569027881647787,-0.001987907756999079,8.387236273858299e-05
2.071,-0.0002895080999993,-0.0001667082744268614,-0.0006796843043608158,-0.00025651214981328984,8.980387538642845e-05
2.0715,0.0008454919000002,0.0006556091307855881,0.0002691499776307119,0.0005686643717745294,8.694475901105847e-05
2.072,0.0006829919000001,4.756675981526284e-05,0.0005281106328831308,-2.800812402866653e-05,7.557488384392942e-05
2.0725000000000002,0.0019804919000003,0.0013409758152586957,0.0012437938906742789,0.0012841686027737175,5.6807212484978336e-05
2.073,0.0019809919000004,0.0008919749885872336,0.0010579387760838803,0.0008594961332183589,3.247885536887467e-05
2.0735,0.0016564919000004,0.0008374819725623599,0.0007780950002563426,0.0008325107309665863,4.971241595773845e-06
2.074,0.0034399919000004,0.0019020537965618147,0.0016772306756817153,0.0019250767885032126,-2.3022991941398206e-05
2.0745,-0.0001280080999994,-0.00041452699683331427,-0.00011125771449435692,-0.00036576342221658517,-4.876357461672899e-05
2.075,-0.0009385080999994,-0.0002643838685336767,-0.0008354480440311017,-0.0001946530296809049,-6.973083885277188e-05
2.0755,0.0001969919000001,-0.00012975202676534636,-0.0004605924094074444,-4.5879664026763357e-05,-8.387236273858297e-05
2.076,-0.0023980081,-0.0012762226471695007,-0.0015573000821052553,-0.0011864187717830724,-8.980387538642843e-05
2.0765000000000002,-0.0017495081,-0.000741507404077815,-0.0012362768273074195,-0.0006545626450667565,-8.694475901105847e-05
2.077,-0.0022360081,-0.0015363420264882105,-0.001578077308329434,-0.0014607671426442811,-7.557488384392943e-05
2.0775,-0.0014250080999999,-0.0005150714260091755,-0.0009545471173976996,-0.00045826421352419724,-5.6807212484978336e-05
2.078,0.0005209919000002,5.4517181281095034e-05,0.0004981191262633921,8.69960366499697e-05,-3.247885536887467e-05
2.0785,0.0006829919000001,0.00026261173039686153,0.0007129212797264611,0.0002675829719926354,-4.97124159577384e-06
2.079,0.0005209919000001,0.00044196717952199545,0.0001694936127471692,0.00041894418758059714,2.3022991941398203e-05
2.0795,-0.0004520080999998,-0.000435452067033072,-0.00038316594473500576,-0.00048421564164980086,4.876357461672899e-05
2.08,0.0011694919000002,0.0011329738513846438,0.0008189551673040048,0.0010632430125318718,6.97308388527719e-05
2.0805000000000002,0.0026289919000002,0.0012582140568933168,0.001622564336548577,0.0011743416941547337,8.387236273858297e-05
2.081,0.0003584919000001,0.00015729227387588558,0.0003821922573698935,6.748839848945712e-05,8.980387538642845e-05
2.0815,0.0001964919,0.00033110858302554753,0.0002811161654678529,0.000244163824014489,8.694475901105847e-05
2.082,0.0001964919,-0.00019568269296816793,0.00042558370299901257,-0.0002712575768120974,7.557488384392942e-05
2.0825,0.0001964919000001,0.0004489752685855165,0.0003662969857291943,0.0003921680561005382,5.6807212484978336e-05
2.083,0.0008449919000001,0.0003239755347164093,0.0002925578169808687,0.00029149667934753464,3.247885536887467e-05
2.0835,-0.0002900080999999,-0.00013576857302314625,-0.00036180747823434054,-0.00014073981461892006,4.971241595773845e-06
2.084,-0.0002895080999997,3.730434160293514e-05,-0.0002784786105984004,6.0327333544333334e-05,-2.302299194139821e-05
2.0845000000000002,-0.0015870080999995,-0.0011440275413301352,-0.0011048190683513657,-0.0010952639667134061,-4.8763574616729e-05
2.085,-0.0015870080999995,-0.0005886333245815709,-0.001389195566549066,-0.000518902485728799,-6.97308388527719e-05
2.0855,-0.0017490080999996,-0.0011027525701725225,-0.0015527018820556398,-0.0010188802074339396,-8.387236273858299e-05
2.086,-0.0033710080999993,-0.0017627221043068687,-0.002128042704541717,-0.0016729182289204403,-8.980387538642845e-05
2.0865,-0.0015875080999995,-0.000660507946394588,-0.0010441783383896858,-0.0005735631873835296,-8.694475901105847e-05
